gene_id	color
204622_x_at	lightsteelblue1
204623_at	darkgrey
204624_at	yellow
204625_s_at	green
204626_s_at	yellow
204627_s_at	brown
204628_s_at	grey
204629_at	grey
204630_s_at	turquoise
204631_at	grey
204632_at	green
204633_s_at	brown
204634_at	blue
204635_at	brown
204636_at	grey
204637_at	turquoise
204638_at	black
204639_at	grey
204640_s_at	grey
204641_at	blue
204642_at	brown
204643_s_at	blue
204644_at	grey
204645_at	turquoise
204646_at	brown
204647_at	brown
204648_at	green
204649_at	blue
204650_s_at	pink
204651_at	turquoise
204652_s_at	yellow
204653_at	brown
204654_s_at	turquoise
204655_at	brown
204656_at	blue
204657_s_at	brown
204658_at	yellow
204659_s_at	brown
204660_at	turquoise
204661_at	brown
204662_at	blue
204663_at	brown
204664_at	turquoise
204665_at	brown
204666_s_at	yellow
204667_at	turquoise
204668_at	blue
204669_s_at	blue
204670_x_at	brown
204671_s_at	brown
204672_s_at	brown
204673_at	darkgrey
204674_at	brown
204675_at	blue
204676_at	yellow
204677_at	royalblue
204678_s_at	steelblue
204679_at	steelblue
204680_s_at	red
204681_s_at	turquoise
204682_at	salmon
204683_at	brown
204684_at	yellow
204685_s_at	turquoise
204686_at	steelblue
204687_at	blue
204688_at	brown
204689_at	brown
204690_at	blue
204691_x_at	turquoise
204692_at	green
204693_at	blue
204694_at	grey
204695_at	blue
204696_s_at	brown
204697_s_at	brown
204698_at	cyan
204699_s_at	blue
204700_x_at	blue
204701_s_at	black
204702_s_at	blue
204703_at	blue
204704_s_at	darkred
204705_x_at	darkgrey
204706_at	pink
204707_s_at	green
204708_at	pink
204709_s_at	blue
204710_s_at	purple
204711_at	blue
204712_at	grey
204713_s_at	turquoise
204714_s_at	brown
204715_at	blue
204716_at	yellow
204717_s_at	brown
204718_at	yellow
204719_at	brown
204720_s_at	blue
204721_s_at	magenta
204722_at	blue
204723_at	turquoise
204724_s_at	brown
204725_s_at	cyan
204726_at	skyblue
204727_at	blue
204728_s_at	blue
204729_s_at	black
204730_at	blue
204731_at	grey
204732_s_at	turquoise
204733_at	blue
204734_at	grey
204735_at	brown
204736_s_at	green
204737_s_at	green
204738_s_at	grey
204739_at	turquoise
204740_at	lightgreen
204741_at	turquoise
204742_s_at	magenta
204743_at	turquoise
204744_s_at	blue
204745_x_at	blue
204746_s_at	blue
204747_at	skyblue3
204748_at	lightcyan
204749_at	brown
204750_s_at	brown
204751_x_at	cyan
204752_x_at	blue
204753_s_at	brown
204754_at	brown
204755_x_at	brown
204756_at	brown
204757_s_at	blue
204758_s_at	yellow
204759_at	black
204760_s_at	turquoise
204761_at	blue
204762_s_at	turquoise
204763_s_at	turquoise
204764_at	blue
204765_at	grey
204766_s_at	blue
204767_s_at	blue
204768_s_at	blue
204769_s_at	grey
204770_at	darkred
204771_s_at	grey60
204772_s_at	blue
204773_at	brown
204774_at	brown
204775_at	blue
204776_at	blue
204777_s_at	brown
204778_x_at	grey
204779_s_at	purple
204780_s_at	brown
204781_s_at	brown
204782_at	turquoise
204783_at	grey
204784_s_at	grey
204785_x_at	darkgrey
204786_s_at	orangered4
204787_at	brown
204788_s_at	brown
204789_at	salmon
204790_at	white
204791_at	blue
204792_s_at	brown
204793_at	brown
204794_at	brown
204795_at	yellow
204796_at	brown
204797_s_at	brown
204798_at	blue
204799_at	yellow
204800_s_at	blue
204801_s_at	green
204802_at	grey
204803_s_at	blue
204804_at	blue
204805_s_at	purple
204806_x_at	darkorange
204807_at	magenta
204808_s_at	blue
204809_at	blue
204810_s_at	turquoise
204811_s_at	brown
204812_at	blue
204813_at	blue
204814_at	brown
204815_s_at	grey
204816_s_at	green
204817_at	blue
204818_at	brown
204819_at	turquoise
204820_s_at	turquoise
204821_at	grey
204822_at	blue
204823_at	yellow
204824_at	yellow
204825_at	blue
204826_at	blue
204827_s_at	blue
204828_at	purple
204829_s_at	brown
204830_x_at	turquoise
204831_at	blue
204832_s_at	green
204833_at	blue
204834_at	brown
204835_at	blue
204836_at	blue
204837_at	black
204838_s_at	blue
204839_at	blue
204840_s_at	green
204841_s_at	yellow
204842_x_at	red
204843_s_at	yellow
204844_at	grey
204845_s_at	grey
204846_at	brown
204847_at	turquoise
204848_x_at	turquoise
204849_at	brown
204850_s_at	turquoise
204851_s_at	grey
204852_s_at	brown
204853_at	blue
204854_at	yellow
204855_at	brown
204856_at	brown
204857_at	blue
204858_s_at	black
204859_s_at	turquoise
204860_s_at	black
204861_s_at	brown
204862_s_at	blue
204863_s_at	black
204864_s_at	yellow
204865_at	grey
204866_at	blue
204867_at	blue
204868_at	blue
204869_at	brown
204870_s_at	brown
204871_at	grey
204872_at	black
204873_at	magenta
204874_x_at	blue
204875_s_at	brown
204876_at	green
204877_s_at	blue
204878_s_at	green
204879_at	brown
204880_at	grey
204881_s_at	blue
204882_at	brown
204883_s_at	greenyellow
204884_s_at	black
204885_s_at	brown
204886_at	blue
204887_s_at	blue
204888_s_at	darkgrey
204889_s_at	grey
204890_s_at	grey
204891_s_at	grey
204892_x_at	blue
204893_s_at	grey
204894_s_at	brown
204895_x_at	lightgreen
204896_s_at	yellow
204897_at	black
204898_at	grey
204899_s_at	blue
204900_x_at	blue
204901_at	blue
204902_s_at	midnightblue
204903_x_at	greenyellow
204904_at	green
204905_s_at	blue
204906_at	grey
204907_s_at	black
204908_s_at	cyan
204909_at	turquoise
204910_s_at	yellow
204911_s_at	purple
204912_at	brown
204913_s_at	grey
204914_s_at	turquoise
204915_s_at	grey
204916_at	darkred
204917_s_at	darkgrey
204918_s_at	black
204919_at	yellow
204920_at	brown
204921_at	turquoise
204922_at	blue
204923_at	salmon
204924_at	brown
204925_at	yellow
204926_at	grey
204927_at	purple
204928_s_at	brown
204929_s_at	brown
204930_s_at	blue
204931_at	brown
204932_at	brown
204933_s_at	brown
204934_s_at	brown
204935_at	blue
204936_at	green
204937_s_at	turquoise
204938_s_at	brown
204939_s_at	brown
204940_at	brown
204941_s_at	turquoise
204942_s_at	black
204943_at	turquoise
204944_at	blue
204945_at	magenta
204946_s_at	blue
204947_at	grey
204948_s_at	ivory
204949_at	blue
204950_at	black
204951_at	brown
204952_at	darkred
204953_at	grey
204954_s_at	green
204955_at	brown
204956_at	blue
204957_at	blue
204958_at	blue
204959_at	brown
204960_at	salmon
204961_s_at	brown
204962_s_at	blue
204963_at	brown
204964_s_at	brown
204965_at	grey
204966_at	yellow
204967_at	grey
204968_at	green
204969_s_at	brown
204970_s_at	blue
204971_at	darkolivegreen
204972_at	skyblue3
204973_at	grey
204974_at	blue
204975_at	yellow
204976_s_at	yellow
204977_at	blue
204978_at	yellow
204979_s_at	grey
204980_at	yellow
204981_at	brown
204982_at	blue
204983_s_at	blue
204984_at	blue
204985_s_at	brown
204986_s_at	grey
204987_at	tan
204988_at	green
204989_s_at	brown
204990_s_at	blue
204991_s_at	brown
204992_s_at	brown
204993_at	turquoise
204994_at	skyblue3
204995_at	grey
204996_s_at	turquoise
204997_at	black
204998_s_at	grey
204999_s_at	violet
205000_at	orange
205001_s_at	orange
205002_at	turquoise
205003_at	black
205004_at	blue
205005_s_at	brown
205006_s_at	brown
205007_s_at	yellow
205008_s_at	yellow
205009_at	brown
205010_at	brown
205011_at	grey
205012_s_at	grey
205013_s_at	brown
205014_at	yellowgreen
205015_s_at	brown
205016_at	brown
205017_s_at	yellow
205018_s_at	yellow
205019_s_at	blue
205020_s_at	brown
205021_s_at	turquoise
205022_s_at	black
205023_at	blue
205024_s_at	blue
205025_at	purple
205026_at	blue
205027_s_at	darkred
205028_at	grey
205029_s_at	brown
205030_at	blue
205031_at	brown
205032_at	blue
205033_s_at	grey
205034_at	blue
205035_at	turquoise
205036_at	blue
205037_at	yellow
205038_at	brown
205039_s_at	brown
205040_at	turquoise
205041_s_at	turquoise
205042_at	steelblue
205043_at	yellow
205044_at	brown
205045_at	grey
205046_at	blue
205047_s_at	blue
205048_s_at	grey60
205049_s_at	brown
205050_s_at	green
205051_s_at	brown
205052_at	cyan
205053_at	blue
205054_at	grey
205055_at	blue
205056_s_at	green
205057_s_at	yellow
205058_at	turquoise
205059_s_at	yellow
205060_at	yellow
205061_s_at	blue
205062_x_at	turquoise
205063_at	blue
205064_at	grey
205065_at	grey
205066_s_at	blue
205067_at	blue
205068_s_at	blue
205069_s_at	grey
205070_at	turquoise
205071_x_at	blue
205072_s_at	blue
205073_at	brown
205074_at	brown
205075_at	black
205076_s_at	brown
205077_s_at	blue
205078_at	blue
205079_s_at	brown
205080_at	brown
205081_at	steelblue
205082_s_at	turquoise
205083_at	grey
205084_at	black
205085_at	blue
205086_s_at	blue
205087_at	blue
205088_at	blue
205089_at	blue
205090_s_at	paleturquoise
205091_x_at	turquoise
205092_x_at	magenta
205093_at	purple
205094_at	yellow
205095_s_at	brown
205096_at	pink
205097_at	blue
205098_at	black
205099_s_at	brown
205100_at	blue
205101_at	brown
205102_at	blue
205103_at	yellow
205104_at	green
205105_at	cyan
205106_at	yellow
205107_s_at	brown
205108_s_at	turquoise
205109_s_at	turquoise
205110_s_at	darkgrey
205111_s_at	blue
205112_at	blue
205113_at	brown
205114_s_at	grey
205115_s_at	blue
205116_at	brown
205117_at	grey
205118_at	turquoise
205119_s_at	brown
205120_s_at	yellow
205121_at	yellow
205122_at	turquoise
205123_s_at	grey
205124_at	turquoise
205125_at	brown
205126_at	blue
205127_at	royalblue
205128_x_at	royalblue
205129_at	blue
205130_at	brown
205131_x_at	green
205132_at	yellow
205133_s_at	blue
205134_s_at	blue
205135_s_at	blue
205136_s_at	blue
205137_x_at	purple
205138_s_at	yellow
205139_s_at	brown
205140_at	turquoise
205141_at	darkgrey
205142_x_at	turquoise
205143_at	grey
205144_at	turquoise
205145_s_at	grey
205146_x_at	yellow
205147_x_at	brown
205148_s_at	blue
205149_s_at	turquoise
205150_s_at	grey
205151_s_at	grey
205152_at	red
205153_s_at	brown
205154_at	blue
205155_s_at	black
205156_s_at	black
205157_s_at	black
205158_at	darkgrey
205159_at	brown
205160_at	brown
205161_s_at	grey
205162_at	blue
205163_at	green
205164_at	brown
205165_at	brown
205166_at	blue
205167_s_at	blue
205168_at	brown
205169_at	yellow
205170_at	yellow
205171_at	brown
205172_x_at	grey
205173_x_at	darkturquoise
205174_s_at	brown
205175_s_at	black
205176_s_at	blue
205177_at	turquoise
205178_s_at	turquoise
205179_s_at	turquoise
205180_s_at	green
205181_at	yellowgreen
205182_s_at	grey
205183_at	turquoise
205184_at	blue
205185_at	brown
205186_at	grey
205187_at	grey60
205188_s_at	yellow
205189_s_at	grey
205190_at	brown
205191_at	yellow
205192_at	black
205193_at	blue
205194_at	blue
205195_at	brown
205196_s_at	brown
205197_s_at	grey
205198_s_at	blue
205199_at	brown
205200_at	brown
205201_at	lightcyan
205202_at	yellow
205203_at	cyan
205204_at	brown
205205_at	yellow
205206_at	turquoise
205207_at	skyblue
205208_at	brown
205209_at	turquoise
205210_at	grey60
205211_s_at	green
205212_s_at	green
205213_at	brown
205214_at	brown
205215_at	midnightblue
205216_s_at	blue
205217_at	blue
205218_at	blue
205219_s_at	yellow
205220_at	blue
205221_at	grey
205222_at	yellow
205223_at	greenyellow
205224_at	blue
205225_at	grey
205226_at	darkgrey
205227_at	brown
205228_at	black
205229_s_at	grey
205230_at	grey
205231_s_at	grey
205232_s_at	greenyellow
205233_s_at	greenyellow
205234_at	blue
205235_s_at	blue
205236_x_at	brown
205237_at	grey
205238_at	brown
205239_at	brown
205240_at	blue
205241_at	red
205242_at	salmon
205243_at	grey
205244_s_at	yellow
205245_at	grey
205246_at	yellow
205247_at	grey
205248_at	salmon
205249_at	lightsteelblue1
205250_s_at	magenta
205251_at	black
205252_at	brown
205253_at	blue
205254_x_at	brown
205255_x_at	brown
205256_at	blue
205257_s_at	brown
205258_at	turquoise
205259_at	brown
205260_s_at	darkgreen
205261_at	turquoise
205262_at	brown
205263_at	black
205264_at	blue
205265_s_at	green
205266_at	blue
205267_at	brown
205268_s_at	grey
205269_at	brown
205270_s_at	brown
205271_s_at	grey
205272_s_at	green
205273_s_at	blue
205274_at	turquoise
205275_at	grey
205276_s_at	green
205277_at	blue
205278_at	brown
205279_s_at	turquoise
205280_at	grey
205281_s_at	turquoise
205282_at	blue
205283_at	blue
205284_at	blue
205285_s_at	brown
205286_at	brown
205287_s_at	turquoise
205288_at	brown
205289_at	blue
205290_s_at	blue
205291_at	brown
205292_s_at	blue
205293_x_at	brown
205294_at	grey
205295_at	grey
205296_at	green
205297_s_at	salmon
205298_s_at	brown
205299_s_at	brown
205300_s_at	blue
205301_s_at	blue
205302_at	grey
205303_at	brown
205304_s_at	turquoise
205305_at	green
205306_x_at	brown
205307_s_at	yellow
205308_at	grey
205309_at	cyan
205310_at	grey
205311_at	cyan
205312_at	blue
205313_at	yellow
205314_x_at	green
205315_s_at	grey60
205316_at	blue
205317_s_at	grey
205318_at	grey
205319_at	yellow
205320_at	green
205321_at	yellow
205322_s_at	brown
205323_s_at	brown
205324_s_at	blue
205325_at	turquoise
205326_at	brown
205327_s_at	brown
205328_at	grey
205329_s_at	yellow
205330_at	brown
205331_s_at	yellow
205332_at	turquoise
205333_s_at	green
205334_at	turquoise
205335_s_at	blue
205336_at	turquoise
205337_at	grey
205338_s_at	turquoise
205339_at	blue
205340_at	yellow
205341_at	turquoise
205342_s_at	brown
205343_at	brown
205344_at	turquoise
205345_at	blue
205346_at	turquoise
205347_s_at	grey
205348_s_at	white
205349_at	blue
205350_at	black
205351_at	blue
205352_at	white
205353_s_at	blue
205354_at	yellow
205355_at	magenta
205356_at	steelblue
205357_s_at	brown
205358_at	grey
205359_at	turquoise
205360_at	turquoise
205361_s_at	blue
205362_s_at	blue
205363_at	yellow
205364_at	brown
205365_at	darkgreen
205366_s_at	brown
205367_at	yellow
205368_at	brown
205369_x_at	yellow
205370_x_at	red
205371_s_at	yellow
205372_at	brown
205373_at	white
205374_at	turquoise
205375_at	green
205376_at	blue
205377_s_at	turquoise
205378_s_at	turquoise
205379_at	brown
205380_at	brown
205381_at	brown
205382_s_at	blue
205383_s_at	black
205384_at	brown
205385_at	green
205386_s_at	grey
205387_s_at	green
205388_at	green
205389_s_at	turquoise
205390_s_at	turquoise
205391_x_at	turquoise
205392_s_at	brown
205393_s_at	blue
205394_at	blue
205395_s_at	blue
205396_at	grey
205397_x_at	grey
205398_s_at	grey
205399_at	brown
205400_at	green
205401_at	yellow
205402_x_at	brown
205403_at	blue
205404_at	grey
205405_at	brown
205406_s_at	blue
205407_at	brown
205408_at	magenta
205409_at	brown
205410_s_at	yellow
205411_at	yellow
205412_at	brown
205413_at	brown
205414_s_at	cyan
205415_s_at	blue
205416_s_at	blue
205417_s_at	blue
205418_at	green
205419_at	brown
205420_at	blue
205421_at	blue
205422_s_at	grey
205423_at	brown
205424_at	green
205425_at	grey
205426_s_at	grey
205427_at	blue
205428_s_at	yellow
205429_s_at	brown
205430_at	brown
205431_s_at	brown
205432_at	brown
205433_at	brown
205434_s_at	brown
205435_s_at	turquoise
205436_s_at	blue
205437_at	black
205438_at	brown
205439_at	grey
205440_s_at	brown
205441_at	paleturquoise
205442_at	yellow
205443_at	blue
205444_at	turquoise
205445_at	turquoise
205446_s_at	yellow
205447_s_at	blue
205448_s_at	grey
205449_at	blue
205450_at	blue
205451_at	green
205452_at	blue
205453_at	grey
205454_at	lightcyan
205455_at	darkgreen
205456_at	brown
205457_at	yellow
205458_at	turquoise
205459_s_at	grey
205460_at	black
205461_at	yellow
205462_s_at	grey
205463_s_at	brown
205464_at	brown
205465_x_at	black
205466_s_at	blue
205467_at	darkred
205468_s_at	turquoise
205469_s_at	blue
205470_s_at	brown
205471_s_at	brown
205472_s_at	blue
205473_at	turquoise
205474_at	brown
205475_at	turquoise
205476_at	blue
205477_s_at	green
205478_at	turquoise
205479_s_at	ivory
205480_s_at	brown
205481_at	turquoise
205482_x_at	grey
205483_s_at	skyblue3
205484_at	salmon
205485_at	grey
205486_at	blue
205487_s_at	turquoise
205488_at	brown
205489_at	brown
205490_x_at	brown
205491_s_at	turquoise
205492_s_at	turquoise
205493_s_at	blue
205494_at	yellow
205495_s_at	grey
205496_at	grey
205497_at	brown
205498_at	brown
205499_at	brown
205500_at	brown
205501_at	blue
205502_at	turquoise
205503_at	black
205504_at	brown
205505_at	yellow
205506_at	midnightblue
205507_at	turquoise
205508_at	yellow
205509_at	brown
205510_s_at	magenta
205511_at	red
205512_s_at	blue
205513_at	brown
205514_at	brown
205515_at	brown
205516_x_at	blue
205517_at	turquoise
205518_s_at	brown
205519_at	yellow
205520_at	yellow
205521_at	blue
205522_at	brown
205523_at	brown
205524_s_at	brown
205525_at	brown
205526_s_at	yellow
205527_s_at	blue
205528_s_at	brown
205529_s_at	brown
205530_at	cyan
205531_s_at	brown
205532_s_at	grey
205533_s_at	grey
205534_at	grey
205535_s_at	grey
205536_at	brown
205537_s_at	blue
205538_at	grey
205539_at	turquoise
205540_s_at	blue
205541_s_at	yellow
205542_at	brown
205543_at	blue
205544_s_at	salmon
205545_x_at	yellow
205546_s_at	purple
205547_s_at	brown
205548_s_at	brown
205549_at	white
205550_s_at	blue
205551_at	salmon
205552_s_at	grey
205553_s_at	turquoise
205554_s_at	brown
205555_s_at	white
205556_at	green
205557_at	turquoise
205558_at	yellow
205559_s_at	brown
205560_at	blue
205561_at	green
205562_at	blue
205563_at	green
205564_at	turquoise
205565_s_at	blue
205566_at	blue
205567_at	green
205568_at	brown
205569_at	grey
205570_at	pink
205571_at	blue
205572_at	royalblue
205573_s_at	salmon
205574_x_at	brown
205575_at	green
205576_at	skyblue
205577_at	magenta
205578_at	blue
205579_at	yellow
205580_s_at	yellow
205581_s_at	greenyellow
205582_s_at	blue
205583_s_at	turquoise
205584_at	pink
205585_at	grey
205586_x_at	turquoise
205587_at	turquoise
205588_s_at	yellow
205589_at	turquoise
205590_at	brown
205591_at	grey
205592_at	turquoise
205593_s_at	blue
205594_at	turquoise
205595_at	darkred
205596_s_at	green
205597_at	blue
205598_at	blue
205599_at	grey
205600_x_at	pink
205601_s_at	darkgreen
205602_x_at	turquoise
205603_s_at	lightcyan
205604_at	yellow
205605_at	green
205606_at	red
205607_s_at	turquoise
205608_s_at	brown
205609_at	brown
205610_at	brown
205611_at	brown
205612_at	brown
205613_at	darkred
205614_x_at	red
205615_at	turquoise
205616_at	green
205617_at	green
205618_at	magenta
205619_s_at	royalblue
205620_at	green
205621_at	grey
205622_at	blue
205623_at	blue
205624_at	brown
205625_s_at	orange
205626_s_at	yellow
205627_at	brown
205628_at	blue
205629_s_at	green
205630_at	grey
205631_at	blue
205632_s_at	brown
205633_s_at	red
205634_x_at	black
205635_at	turquoise
205636_at	blue
205637_s_at	turquoise
205638_at	brown
205639_at	brown
205640_at	violet
205641_s_at	grey
205642_at	darkgreen
205643_s_at	turquoise
205644_s_at	blue
205645_at	blue
205646_s_at	yellow
205647_at	pink
205648_at	brown
205649_s_at	grey
205650_s_at	turquoise
205651_x_at	grey
205652_s_at	red
205653_at	blue
205654_at	blue
205655_at	grey
205656_at	grey
205657_at	grey
205658_s_at	brown
205659_at	brown
205660_at	darkorange2
205661_s_at	blue
205662_at	brown
205663_at	turquoise
205664_at	blue
205665_at	black
205666_at	yellow
205667_at	blue
205668_at	yellow
205669_at	yellow
205670_at	brown
205671_s_at	salmon
205672_at	yellow
205673_s_at	blue
205674_x_at	green
205675_at	turquoise
205676_at	brown
205677_s_at	blue
205678_at	turquoise
205679_x_at	turquoise
205680_at	blue
205681_at	grey
205682_x_at	turquoise
205683_x_at	brown
205684_s_at	yellow
205685_at	brown
205686_s_at	brown
205687_at	blue
205688_at	turquoise
205689_at	cyan
205690_s_at	blue
205691_at	grey
205692_s_at	brown
205693_at	green
205694_at	brown
205695_at	brown
205696_s_at	grey
205697_at	brown
205698_s_at	brown
205699_at	yellow
205700_at	brown
205701_at	yellow
205702_at	brown
205703_at	grey
205704_s_at	yellow
205705_at	brown
205706_s_at	brown
205707_at	brown
205708_s_at	black
205709_s_at	brown
205710_at	turquoise
205711_x_at	grey
205712_at	yellow
205713_s_at	green
205714_s_at	turquoise
205715_at	brown
205716_at	yellow
205717_x_at	grey
205718_at	brown
205719_s_at	brown
205720_at	green
205721_at	brown
205722_s_at	blue
205723_at	yellow
205724_at	turquoise
205725_at	turquoise
205726_at	yellow
205727_at	grey
205728_at	grey
205729_at	royalblue
205730_s_at	blue
205731_s_at	yellow
205732_s_at	yellow
205733_at	blue
205734_s_at	turquoise
205735_s_at	turquoise
205736_at	red
205737_at	turquoise
205738_s_at	green
205739_x_at	magenta
205740_s_at	blue
205741_s_at	black
205742_at	turquoise
205743_at	yellow
205744_at	turquoise
205745_x_at	grey
205746_s_at	blue
205747_at	turquoise
205748_s_at	red
205749_at	grey
205750_at	blue
205751_at	grey
205752_s_at	blue
205753_at	grey
205754_at	turquoise
205755_at	green
205756_s_at	yellow
205757_at	blue
205758_at	brown
205759_s_at	blue
205760_s_at	turquoise
205761_s_at	blue
205762_s_at	brown
205763_s_at	blue
205764_at	grey
205765_at	grey
205766_at	green
205767_at	brown
205768_s_at	brown
205769_at	brown
205770_at	floralwhite
205771_s_at	black
205772_s_at	grey
205773_at	brown
205774_at	blue
205775_at	turquoise
205776_at	brown
205777_at	yellow
205778_at	black
205779_at	yellow
205780_at	blue
205781_at	purple
205782_at	yellow
205783_at	yellow
205784_x_at	green
205785_at	turquoise
205786_s_at	brown
205787_x_at	yellow
205788_s_at	turquoise
205789_at	blue
205790_at	darkolivegreen
205791_x_at	blue
205792_at	blue
205793_x_at	yellow
205794_s_at	brown
205795_at	white
205796_at	cyan
205797_s_at	yellow
205798_at	brown
205799_s_at	grey
205800_at	turquoise
205801_s_at	brown
205802_at	brown
205803_s_at	brown
205804_s_at	brown
205805_s_at	brown
205806_at	green
205807_s_at	turquoise
205808_at	blue
205809_s_at	black
205810_s_at	cyan
205811_at	blue
205812_s_at	blue
205813_s_at	turquoise
205814_at	green
205815_at	blue
205816_at	brown
205817_at	green
205818_at	turquoise
205819_at	green
205820_s_at	turquoise
205821_at	blue
205822_s_at	yellowgreen
205823_at	yellow
205824_at	blue
205825_at	brown
205826_at	green
205827_at	turquoise
205828_at	blue
205829_at	yellow
205830_at	brown
205831_at	brown
205832_at	turquoise
205833_s_at	black
205834_s_at	yellow
205835_s_at	yellow
205836_s_at	turquoise
205837_s_at	grey
205838_at	turquoise
205839_s_at	grey
205840_x_at	turquoise
205841_at	yellow
205842_s_at	yellow
205843_x_at	yellow
205844_at	grey
205845_at	green
205846_at	salmon
205847_at	red
205848_at	grey
205849_s_at	midnightblue
205850_s_at	grey
205851_at	yellow
205852_at	blue
205853_at	green
205854_at	grey60
205855_at	grey
205856_at	brown
205857_at	yellow
205858_at	yellow
205859_at	brown
205860_x_at	grey
205861_at	brown
205862_at	grey
205863_at	brown
205864_at	grey
205865_at	blue
205866_at	turquoise
205867_at	yellow
205868_s_at	yellow
205869_at	turquoise
205870_at	blue
205871_at	red
205872_x_at	yellow
205873_at	sienna3
205874_at	brown
205875_s_at	blue
205876_at	blue
205877_s_at	grey
205878_at	green
205879_x_at	turquoise
205880_at	grey
205881_at	blue
205882_x_at	grey
205883_at	turquoise
205884_at	brown
205885_s_at	brown
205886_at	blue
205887_x_at	red
205888_s_at	turquoise
205889_s_at	brown
205890_s_at	grey
205891_at	brown
205892_s_at	blue
205893_at	brown
205894_at	brown
205895_s_at	blue
205896_at	brown
205897_at	turquoise
205898_at	brown
205899_at	turquoise
205900_at	blue
205901_at	brown
205902_at	turquoise
205903_s_at	brown
205904_at	blue
205905_s_at	grey
205906_at	black
205907_s_at	brown
205908_s_at	salmon
205909_at	blue
205910_s_at	turquoise
205911_at	turquoise
205912_at	green
205913_at	yellow
205914_s_at	turquoise
205915_x_at	turquoise
205916_at	turquoise
205917_at	turquoise
205918_at	turquoise
205919_at	turquoise
205920_at	blue
205921_s_at	blue
205922_at	brown
205923_at	brown
205924_at	brown
205925_s_at	grey
205926_at	brown
205927_s_at	brown
205928_at	brown
205929_at	blue
205930_at	blue
205931_s_at	grey
205932_s_at	brown
205933_at	brown
205934_at	skyblue
205935_at	brown
205936_s_at	turquoise
205937_at	violet
205938_at	grey
205939_at	blue
205940_at	yellow
205941_s_at	turquoise
205942_s_at	white
205943_at	salmon
205944_s_at	turquoise
205945_at	brown
205946_at	turquoise
205947_s_at	turquoise
205948_at	turquoise
205949_at	brown
205950_s_at	brown
205951_at	turquoise
205952_at	blue
205953_at	yellow
205954_at	turquoise
205955_at	blue
205956_x_at	yellow
205957_at	turquoise
205958_x_at	turquoise
205959_at	grey
205960_at	brown
205961_s_at	black
205962_at	green
205963_s_at	blue
205964_at	pink
205965_at	salmon
205966_at	grey
205967_at	grey
205968_at	grey
205969_at	greenyellow
205970_at	grey
205971_s_at	turquoise
205972_at	turquoise
205973_at	turquoise
205974_at	grey
205975_s_at	brown
205976_at	turquoise
205977_s_at	blue
205978_at	brown
205979_at	brown
205980_s_at	blue
205981_s_at	turquoise
205982_x_at	turquoise
205983_at	brown
205984_at	magenta
205985_x_at	yellow
205986_at	green
205987_at	salmon
205988_at	brown
205989_s_at	yellow
205990_s_at	yellow
205991_s_at	grey
205992_s_at	grey
205993_s_at	magenta
205994_at	grey
205995_x_at	blue
205996_s_at	yellow
205997_at	brown
205998_x_at	blue
205999_x_at	brown
206000_at	brown
206001_at	blue
206002_at	grey
206003_at	blue
206004_at	turquoise
206005_s_at	yellow
206006_s_at	grey
206007_at	tan
206008_at	turquoise
206009_at	brown
206010_at	darkred
206011_at	blue
206012_at	turquoise
206013_s_at	green
206014_at	turquoise
206015_s_at	greenyellow
206016_at	blue
206017_at	brown
206018_at	grey
206019_at	pink
206020_at	yellow
206021_at	yellow
206022_at	white
206023_at	blue
206024_at	turquoise
206025_s_at	grey
206026_s_at	grey
206027_at	blue
206028_s_at	lightcyan1
206029_at	turquoise
206030_at	blue
206031_s_at	blue
206032_at	brown
206033_s_at	brown
206034_at	blue
206035_at	darkolivegreen
206036_s_at	blue
206037_at	grey
206038_s_at	blue
206039_at	salmon
206040_s_at	turquoise
206042_x_at	grey
206043_s_at	brown
206044_s_at	blue
206045_s_at	turquoise
206046_at	turquoise
206047_at	green
206048_at	red
206049_at	grey
206050_s_at	blue
206051_at	turquoise
206052_s_at	blue
206053_at	yellow
206054_at	blue
206055_s_at	blue
206056_x_at	red
206057_x_at	lightgreen
206058_at	yellow
206059_at	blue
206060_s_at	brown
206061_s_at	grey60
206062_at	turquoise
206063_x_at	yellow
206064_s_at	magenta
206065_s_at	turquoise
206066_s_at	blue
206067_s_at	green
206068_s_at	turquoise
206069_s_at	grey
206070_s_at	brown
206071_s_at	brown
206072_at	green
206073_at	green
206074_s_at	blue
206075_s_at	yellow
206076_at	brown
206077_at	turquoise
206078_at	grey
206079_at	brown
206080_at	green
206081_at	blue
206082_at	darkorange
206083_at	green
206084_at	brown
206085_s_at	yellow
206086_x_at	turquoise
206087_x_at	grey
206088_at	grey
206089_at	grey
206090_s_at	brown
206091_at	turquoise
206092_x_at	black
206093_x_at	blue
206094_x_at	brown
206095_s_at	yellow
206096_at	yellow
206097_at	brown
206098_at	yellow
206099_at	brown
206100_at	brown
206101_at	brown
206102_at	blue
206103_at	red
206104_at	brown
206105_at	grey
206106_at	green
206107_at	turquoise
206108_s_at	green
206109_at	turquoise
206110_at	brown
206111_at	turquoise
206112_at	turquoise
206113_s_at	yellow
206114_at	salmon
206115_at	lightsteelblue1
206116_s_at	black
206117_at	black
206118_at	brown
206119_at	turquoise
206120_at	yellow
206121_at	brown
206122_at	turquoise
206123_at	turquoise
206124_s_at	turquoise
206125_s_at	black
206126_at	salmon
206127_at	brown
206128_at	green
206129_s_at	grey
206130_s_at	turquoise
